iter,epoch,loss_joints_train,loss_depth_train,loss_uv_train
1,1,0.213407,8.197682,0.173358
2,1,0.215688,6.564345,0.201385
3,1,0.219720,8.408401,0.112574
4,1,0.237315,5.976881,0.181936
5,1,0.212811,6.126861,0.185138
6,1,0.226991,3.754674,0.168507
7,1,0.209790,7.858173,0.117990
8,1,0.223714,4.706501,0.165217
9,1,0.212526,3.508603,0.229026
10,1,0.206273,7.357617,0.133839
11,1,0.206675,8.390211,0.224559
12,1,0.192304,5.471464,0.300833
13,1,0.193503,5.694159,0.295130
14,1,0.206722,5.468091,0.322751
15,1,0.219753,4.699861,0.152195
16,1,0.214611,7.686839,0.087534
17,1,0.205583,3.289104,0.126504
18,1,0.197022,3.559863,0.136267
19,1,0.194337,4.901214,0.194115
20,1,0.183422,2.789062,0.137521
21,1,0.183503,4.193058,0.221676
22,1,0.201370,4.473490,0.181592
23,1,0.187377,6.457388,0.135149
24,1,0.195553,6.368086,0.079586
25,1,0.188397,2.241392,0.086663
26,1,0.184482,5.744348,0.065975
27,1,0.185751,5.763741,0.113264
28,1,0.206689,4.605936,0.112612
29,1,0.198296,3.391634,0.109632
30,1,0.182362,4.459753,0.061476
31,1,0.197966,3.529303,0.219411
32,1,0.197964,3.627178,0.216994
33,1,0.198192,2.989939,0.190326
34,1,0.187043,4.852385,0.166735
35,1,0.205426,3.990772,0.159578
36,1,0.194207,5.632787,0.129461
37,1,0.183525,3.217923,0.200531
38,1,0.188340,5.225415,0.057870
39,1,0.192379,6.234176,0.098826
40,1,0.193293,3.523108,0.143551
41,1,0.201335,3.565118,0.088512
42,1,0.183745,3.428974,0.130657
43,1,0.187543,5.925980,0.140292
44,1,0.189872,3.986546,0.098357
45,1,0.185465,1.440198,0.246903
46,1,0.189907,3.641357,0.187054
47,1,0.185648,7.107482,0.147784
48,1,0.184035,7.281954,0.053702
49,1,0.174104,5.312256,0.146398
50,1,0.190602,4.593373,0.145186
51,1,0.185765,5.711738,0.191358
52,1,0.180465,6.411976,0.167904
53,1,0.195576,5.112203,0.182472
54,1,0.192185,6.286407,0.084361
55,1,0.190770,9.211834,0.090220
56,1,0.189706,5.402854,0.218340
57,1,0.181766,3.996544,0.291231
58,1,0.180160,4.335163,0.229484
59,1,0.178659,3.859365,0.092004
60,1,0.183583,4.789026,0.228451
61,1,0.188677,3.930964,0.130969
62,1,0.182222,2.843899,0.153651
63,1,0.179672,3.596395,0.110158
64,1,0.187226,3.026693,0.260352
65,1,0.185342,4.666550,0.271314
66,1,0.177641,3.387573,0.246592
67,1,0.174808,2.928244,0.140647
68,1,0.194298,4.972428,0.167956
69,1,0.190012,4.930327,0.135678
70,1,0.182681,2.321566,0.166115
71,1,0.179874,2.423146,0.118824
72,1,0.184433,3.454047,0.263170
73,1,0.171537,6.654064,0.034813
74,1,0.176097,3.844512,0.156164
75,1,0.191212,4.438601,0.201005
76,1,0.194903,4.943463,0.100203
77,1,0.184970,2.849518,0.240817
78,1,0.178177,4.834476,0.166739
79,1,0.175553,4.619588,0.076356
80,1,0.184677,4.445610,0.124143
81,1,0.171568,6.919915,0.135422
82,1,0.177319,4.554444,0.036961
83,1,0.167575,3.238441,0.130948
84,1,0.192485,4.150972,0.172923
85,1,0.173098,4.818192,0.234365
86,1,0.185769,5.025918,0.286292
87,1,0.206320,6.384768,0.110754
88,1,0.178595,5.543673,0.218923
89,1,0.195385,1.126828,0.252288
90,1,0.188000,4.891296,0.215772
91,1,0.169786,1.678052,0.094577
92,1,0.190267,6.403615,0.084348
93,1,0.198711,3.322271,0.126329
94,1,0.166305,2.609912,0.180449
95,1,0.174360,4.088776,0.250359
96,1,0.193485,6.221520,0.125794
97,1,0.183554,3.014545,0.112507
98,1,0.177949,7.409530,0.115616
99,1,0.191268,2.551994,0.138979
100,1,0.174631,4.654381,0.104928
101,1,0.175629,2.727538,0.109430
102,1,0.194655,1.641564,0.116078
103,1,0.181352,5.673028,0.198600
104,1,0.170555,3.867259,0.155444
105,1,0.172903,4.094347,0.093067
106,1,0.180466,4.355498,0.222256
107,1,0.178746,2.840256,0.117190
108,1,0.172829,1.630296,0.220722
109,1,0.190985,8.630814,0.191546
110,1,0.187091,4.086478,0.105002
111,1,0.185454,7.464118,0.189673
